order_id,"Customer Name",Segment,Region,Category,Sub-Category,Sales,Quantity,Profit,Discount,profit_margin,order_date_clean,ship_date_clean,order_year,order_month
CA-2014-140004,"Cassandra Brandow",Consumer,East,"Office Supplies",Art,7.408,2,1.2038,0.2,16.249999999999996,2014-03-21,2014-03-25,2014,3
CA-2014-140004,"Cassandra Brandow",Consumer,East,"Office Supplies",Art,6.048,3,1.5876,0.2,26.249999999999996,2014-03-21,2014-03-25,2014,3
CA-2017-107720,"Valerie Mitchum","Home Office",East,"Office Supplies",Storage,46.26,3,12.0276,0,26,2017-06-11,2017-11-13,2017,6
US-2017-124303,"Fred Hopkins",Corporate,East,"Office Supplies",Paper,16.056,3,5.8203,0.2,36.24999999999999,2017-06-07,2017-07-13,2017,6
CA-2017-105074,"Maria Bertelson",Consumer,East,"Office Supplies",Paper,21.744,3,6.795,0.2,31.25,2017-06-24,2017-06-29,2017,6
CA-2014-133690,"Bruce Stewart",Consumer,West,Furniture,Tables,218.75,2,-161.875,0.5,-74,2014-03-08,2014-05-08,2014,3
CA-2014-133690,"Bruce Stewart",Consumer,West,"Office Supplies",Appliances,2.6,1,0.2925,0.2,11.249999999999998,2014-03-08,2014-05-08,2014,3
CA-2017-126382,"Heather Kirkland",Corporate,South,Furniture,Furnishings,35.168,7,9.6712,0.2,27.500000000000004,2017-03-06,2017-07-06,2017,3
CA-2017-108329,"Laurel Elliston",Consumer,West,Technology,Phones,444.768,4,44.4768,0.2,10,2017-09-12,2017-12-14,2017,9
CA-2017-135860,"Joseph Holt",Consumer,Central,"Office Supplies",Storage,83.92,4,5.8744,0,6.999999999999999,2017-01-12,2017-07-12,2017,1
CA-2017-135860,"Joseph Holt",Consumer,Central,Technology,Phones,131.98,2,35.6346,0,27,2017-01-12,2017-07-12,2017,1
CA-2017-135860,"Joseph Holt",Consumer,Central,"Office Supplies",Binders,15.92,4,7.4824,0,47,2017-01-12,2017-07-12,2017,1
CA-2017-135860,"Joseph Holt",Consumer,Central,"Office Supplies",Fasteners,52.29,9,16.2099,0,31.000000000000007,2017-01-12,2017-07-12,2017,1
CA-2017-135860,"Joseph Holt",Consumer,Central,"Office Supplies",Storage,91.99,1,3.6796,0,4.000000000000001,2017-01-12,2017-07-12,2017,1
CA-2015-101007,"Michael Stewart",Corporate,Central,Technology,Accessories,20.8,2,6.5,0.2,31.25,2015-09-02,2015-02-13,2015,9
CA-2015-146262,"Victoria Wilson",Corporate,East,"Office Supplies",Labels,23.68,2,8.88,0.2,37.50000000000001,2015-02-01,2015-09-01,2015,2
CA-2015-146262,"Victoria Wilson",Corporate,East,Furniture,Bookcases,452.45,5,-244.323,0.5,-54,2015-02-01,2015-09-01,2015,2
CA-2015-146262,"Victoria Wilson",Corporate,East,Technology,Phones,62.982,3,-14.6958,0.4,-23.333333333333332,2015-02-01,2015-09-01,2015,2
CA-2015-146262,"Victoria Wilson",Corporate,East,Technology,Machines,1188,9,-950.4,0.7,-80,2015-02-01,2015-09-01,2015,2
CA-2015-146262,"Victoria Wilson",Corporate,East,Technology,Accessories,89.584,2,4.4792,0.2,5,2015-02-01,2015-09-01,2015,2
CA-2016-130162,"Jonathan Howell",Consumer,West,"Office Supplies",Storage,93.06,6,26.0568,0,27.999999999999996,2016-10-28,2016-01-11,2016,10
CA-2016-130162,"Jonathan Howell",Consumer,West,Technology,Phones,302.376,3,22.6782,0.2,7.500000000000001,2016-10-28,2016-01-11,2016,10
CA-2015-169397,"Joni Blumstein",Consumer,East,"Office Supplies",Fasteners,5.584,2,1.8148,0.2,32.5,2015-12-24,2015-12-27,2015,12
CA-2015-169397,"Joni Blumstein",Consumer,East,"Office Supplies",Paper,22.704,6,8.2302,0.2,36.25,2015-12-24,2015-12-27,2015,12
CA-2015-169397,"Joni Blumstein",Consumer,East,"Office Supplies",Binders,19.776,4,-13.8432,0.7,-70,2015-12-24,2015-12-27,2015,12
CA-2015-169397,"Joni Blumstein",Consumer,East,Furniture,Furnishings,72.704,4,19.0848,0.2,26.250000000000007,2015-12-24,2015-12-27,2015,12
CA-2015-169397,"Joni Blumstein",Consumer,East,Technology,Machines,479.988,4,-383.9904,0.7,-80,2015-12-24,2015-12-27,2015,12
CA-2015-169397,"Joni Blumstein",Consumer,East,"Office Supplies",Art,27.168,2,2.7168,0.2,10,2015-12-24,2015-12-27,2015,12
CA-2015-163055,"David Smith",Corporate,Central,"Office Supplies",Art,2.2,1,0.968,0,43.99999999999999,2015-09-08,2015-08-16,2015,9
CA-2015-163055,"David Smith",Corporate,Central,Furniture,Tables,622.45,5,136.939,0,21.999999999999996,2015-09-08,2015-08-16,2015,9
CA-2015-163055,"David Smith",Corporate,Central,"Office Supplies",Storage,21.98,1,0.2198,0,1,2015-09-08,2015-08-16,2015,9
US-2015-145436,"Valerie Dominguez",Consumer,South,Furniture,Chairs,161.568,2,-28.2744,0.2,-17.5,2015-02-28,2015-04-03,2015,2
US-2015-145436,"Valerie Dominguez",Consumer,South,Furniture,Chairs,389.696,8,43.8408,0.2,11.25,2015-02-28,2015-04-03,2015,2
US-2014-156216,"Erin Ashbrook",Corporate,South,"Office Supplies",Binders,18.648,7,-12.432,0.7,-66.66666666666667,2014-09-13,2014-09-17,2014,9
US-2017-100930,"Christopher Schild","Home Office",South,Furniture,Tables,233.86,2,-102.048,0.45,-43.63636363636363,2017-07-04,2017-12-04,2017,7
US-2017-100930,"Christopher Schild","Home Office",South,Furniture,Tables,620.6145,3,-248.2458,0.45,-40,2017-07-04,2017-12-04,2017,7
US-2017-100930,"Christopher Schild","Home Office",South,"Office Supplies",Binders,5.328,2,-3.552,0.7,-66.66666666666666,2017-07-04,2017-12-04,2017,7
US-2017-100930,"Christopher Schild","Home Office",South,Furniture,Furnishings,258.072,3,0,0.2,0,2017-07-04,2017-12-04,2017,7
US-2017-100930,"Christopher Schild","Home Office",South,Technology,Accessories,617.976,3,-7.7247,0.2,-1.25,2017-07-04,2017-12-04,2017,7
CA-2017-160514,"David Bremer",Corporate,West,"Office Supplies",Paper,10.56,2,4.752,0,44.99999999999999,2017-12-11,2017-11-16,2017,12
CA-2016-157749,"Ken Lonsdale",Consumer,Central,"Office Supplies",Paper,25.92,5,9.396,0.2,36.25,2016-04-06,2016-09-06,2016,4
CA-2016-157749,"Ken Lonsdale",Consumer,Central,Furniture,Furnishings,419.68,5,-356.728,0.6,-85,2016-04-06,2016-09-06,2016,4
CA-2016-157749,"Ken Lonsdale",Consumer,Central,Furniture,Furnishings,11.688,3,-4.6752,0.6,-40,2016-04-06,2016-09-06,2016,4
CA-2016-157749,"Ken Lonsdale",Consumer,Central,Technology,Phones,31.984,2,11.1944,0.2,35,2016-04-06,2016-09-06,2016,4
CA-2016-157749,"Ken Lonsdale",Consumer,Central,Furniture,Tables,177.225,5,-120.513,0.5,-68,2016-04-06,2016-09-06,2016,4
CA-2016-157749,"Ken Lonsdale",Consumer,Central,Furniture,Furnishings,4.044,3,-2.8308,0.6,-70,2016-04-06,2016-09-06,2016,4
CA-2016-157749,"Ken Lonsdale",Consumer,Central,"Office Supplies",Art,7.408,2,1.2038,0.2,16.249999999999996,2016-04-06,2016-09-06,2016,4
CA-2014-131926,"Dianna Wilson","Home Office",Central,Furniture,Chairs,2001.86,7,580.5394,0,29.000000000000004,2014-01-06,2014-06-06,2014,1
CA-2014-131926,"Dianna Wilson","Home Office",Central,"Office Supplies",Storage,166.72,2,41.68,0,25,2014-01-06,2014-06-06,2014,1
CA-2014-131926,"Dianna Wilson","Home Office",Central,"Office Supplies",Paper,47.88,6,23.94,0,50,2014-01-06,2014-06-06,2014,1
CA-2014-131926,"Dianna Wilson","Home Office",Central,"Office Supplies",Appliances,1503.25,5,496.0725,0,33,2014-01-06,2014-06-06,2014,1
CA-2014-131926,"Dianna Wilson","Home Office",Central,"Office Supplies",Paper,25.92,4,12.4416,0,47.99999999999999,2014-01-06,2014-06-06,2014,1
CA-2016-154739,"Logan Haushalter",Consumer,West,Furniture,Chairs,321.568,2,28.1372,0.2,8.75,2016-10-12,2016-12-15,2016,10
CA-2016-145625,"Kelly Collister",Consumer,West,"Office Supplies",Paper,7.61,1,3.5767,0,47,2016-11-09,2016-09-17,2016,11
CA-2016-145625,"Kelly Collister",Consumer,West,Technology,Accessories,3347.37,13,636.0003,0,19.000000000000004,2016-11-09,2016-09-17,2016,11
CA-2016-146941,"Delfina Latchford",Consumer,East,"Office Supplies",Storage,80.58,6,22.5624,0,28.000000000000004,2016-10-12,2016-12-13,2016,10
CA-2016-146941,"Delfina Latchford",Consumer,East,"Office Supplies",Envelopes,361.92,4,162.864,0,45,2016-10-12,2016-12-13,2016,10
US-2015-159982,"Dan Reichenbach",Corporate,Central,Furniture,Furnishings,12.132,9,-8.4924,0.6,-70,2015-11-28,2015-04-12,2015,11
US-2015-159982,"Dan Reichenbach",Corporate,Central,"Office Supplies",Storage,53.92,5,4.044,0.2,7.499999999999998,2015-11-28,2015-04-12,2015,11
US-2015-159982,"Dan Reichenbach",Corporate,Central,Technology,Phones,647.904,6,56.6916,0.2,8.75,2015-11-28,2015-04-12,2015,11
CA-2017-163139,"Craig Carreira",Consumer,East,Technology,Accessories,20.37,3,6.9258,0,34,2017-01-12,2017-03-12,2017,1
CA-2017-163139,"Craig Carreira",Consumer,East,"Office Supplies",Storage,221.55,3,6.6465,0,2.9999999999999996,2017-01-12,2017-03-12,2017,1
CA-2017-163139,"Craig Carreira",Consumer,East,"Office Supplies",Binders,17.52,5,6.132,0.2,35,2017-01-12,2017-03-12,2017,1
US-2014-106992,"Sean Braxton",Corporate,Central,Technology,Machines,3059.982,3,-509.997,0.4,-16.666666666666668,2014-09-19,2014-09-21,2014,9
US-2014-106992,"Sean Braxton",Corporate,Central,Technology,Machines,2519.958,7,-251.9958,0.4,-10,2014-09-19,2014-09-21,2014,9
CA-2016-125318,"Roy Collins",Consumer,Central,Technology,Phones,328.224,4,28.7196,0.2,8.75,2016-06-06,2016-06-13,2016,6
CA-2015-155040,"Alan Hwang",Consumer,West,Technology,Accessories,79.9,2,35.156,0,43.99999999999999,2015-10-11,2015-11-15,2015,10
CA-2017-136826,"Claudia Bergmann",Corporate,South,"Office Supplies",Art,14.016,3,4.7304,0.2,33.75,2017-06-16,2017-06-20,2017,6
CA-2016-111010,"Paul Gonzalez",Consumer,East,"Office Supplies",Fasteners,7.56,6,0.3024,0,4,2016-01-22,2016-01-28,2016,1
US-2017-145366,"Christine Abelman",Corporate,East,"Office Supplies",Storage,37.208,1,-7.4416,0.2,-20,2017-09-12,2017-12-13,2017,9
US-2017-145366,"Christine Abelman",Corporate,East,"Office Supplies",Envelopes,57.576,3,21.591,0.2,37.5,2017-09-12,2017-12-13,2017,9
CA-2017-163979,"Kristen Hastings",Corporate,West,"Office Supplies",Storage,725.84,4,210.4936,0,28.999999999999996,2017-12-28,2018-02-01,2017,12
CA-2015-155334,"Helen Andreada",Consumer,West,Technology,Accessories,209.93,7,92.3692,0,44,2015-07-30,2015-07-31,2015,7
CA-2015-155334,"Helen Andreada",Consumer,West,Furniture,Furnishings,5.28,3,2.3232,0,43.99999999999999,2015-07-30,2015-07-31,2015,7
CA-2015-155334,"Helen Andreada",Consumer,West,"Office Supplies",Binders,10.92,3,4.095,0.2,37.5,2015-07-30,2015-07-31,2015,7
CA-2017-118136,"Barry Blumstein",Corporate,West,"Office Supplies",Art,5.98,1,1.5548,0,25.999999999999996,2017-09-16,2017-09-17,2017,9
CA-2017-132976,"Andrew Gjertsen",Corporate,East,"Office Supplies",Paper,11.648,2,4.0768,0.2,35,2017-10-13,2017-10-17,2017,10
CA-2017-132976,"Andrew Gjertsen",Corporate,East,"Office Supplies",Storage,59.712,6,5.9712,0.2,10,2017-10-13,2017-10-17,2017,10
CA-2017-132976,"Andrew Gjertsen",Corporate,East,"Office Supplies",Labels,24.84,3,8.694,0.2,35,2017-10-13,2017-10-17,2017,10
US-2015-161991,"Steven Cartwright",Consumer,Central,Technology,Phones,1114.4,7,376.11,0.2,33.75,2015-09-26,2015-09-28,2015,9
CA-2015-130890,"Jas O'Carroll",Consumer,West,Furniture,Tables,1038.84,5,51.942,0.2,5,2015-02-11,2015-06-11,2015,2
CA-2015-130883,"Tracy Blumstein",Consumer,West,"Office Supplies",Paper,141.76,5,47.844,0.2,33.75,2015-09-26,2015-02-10,2015,9
CA-2015-130883,"Tracy Blumstein",Consumer,West,Technology,Accessories,239.8,5,47.96,0.2,20,2015-09-26,2015-02-10,2015,9
CA-2015-130883,"Tracy Blumstein",Consumer,West,"Office Supplies",Paper,31.104,6,10.8864,0.2,35,2015-09-26,2015-02-10,2015,9
CA-2016-112697,"Alan Haines",Corporate,South,"Office Supplies",Binders,254.058,7,-169.372,0.7,-66.66666666666667,2016-12-18,2016-12-20,2016,12
CA-2016-112697,"Alan Haines",Corporate,South,"Office Supplies",Appliances,194.528,2,24.316,0.2,12.5,2016-12-18,2016-12-20,2016,12
CA-2016-112697,"Alan Haines",Corporate,South,"Office Supplies",Supplies,961.48,5,-204.3145,0.2,-21.25,2016-12-18,2016-12-20,2016,12
CA-2016-110772,"Nick Zandusky","Home Office",East,"Office Supplies",Fasteners,19.096,7,6.6836,0.2,35,2016-11-20,2016-11-24,2016,11
CA-2016-110772,"Nick Zandusky","Home Office",East,"Office Supplies",Labels,18.496,8,6.2424,0.2,33.75,2016-11-20,2016-11-24,2016,11
CA-2016-110772,"Nick Zandusky","Home Office",East,Technology,Accessories,255.984,2,54.3966,0.2,21.25,2016-11-20,2016-11-24,2016,11
CA-2016-110772,"Nick Zandusky","Home Office",East,Furniture,Bookcases,86.97,3,-48.7032,0.5,-56.00000000000001,2016-11-20,2016-11-24,2016,11
CA-2014-111451,"Kelly Lampkin",Corporate,West,Furniture,Furnishings,300.416,8,78.8592,0.2,26.25,2014-12-26,2014-12-28,2014,12
CA-2014-111451,"Kelly Lampkin",Corporate,West,Furniture,Chairs,230.352,3,20.1558,0.2,8.75,2014-12-26,2014-12-28,2014,12
CA-2014-111451,"Kelly Lampkin",Corporate,West,Furniture,Furnishings,218.352,3,-24.5646,0.2,-11.249999999999998,2014-12-26,2014-12-28,2014,12
CA-2014-111451,"Kelly Lampkin",Corporate,West,"Office Supplies",Binders,78.6,5,-62.88,0.7,-80,2014-12-26,2014-12-28,2014,12
CA-2014-111451,"Kelly Lampkin",Corporate,West,"Office Supplies",Fasteners,27.552,3,9.2988,0.2,33.75,2014-12-26,2014-12-28,2014,12
CA-2016-142545,"Jonathan Doherty",Corporate,East,"Office Supplies",Paper,32.4,5,15.552,0,48,2016-10-28,2016-03-11,2016,10
CA-2016-142545,"Jonathan Doherty",Corporate,East,"Office Supplies",Paper,56.91,3,27.3168,0,48.00000000000001,2016-10-28,2016-03-11,2016,10
CA-2016-142545,"Jonathan Doherty",Corporate,East,Furniture,Furnishings,77.6,4,38.024,0,49.00000000000001,2016-10-28,2016-03-11,2016,10
CA-2016-142545,"Jonathan Doherty",Corporate,East,"Office Supplies",Binders,14.28,1,6.5688,0,46.00000000000001,2016-10-28,2016-03-11,2016,10
US-2017-152380,"Jonathan Howell",Consumer,Central,Furniture,Tables,219.075,3,-131.445,0.5,-60,2017-11-19,2017-11-23,2017,11
CA-2015-144253,"Alan Schoenberger",Corporate,East,Furniture,Furnishings,26.8,2,12.864,0,48.00000000000001,2015-04-05,2015-09-05,2015,4
CA-2014-130960,"Ken Brennan",Corporate,Central,"Office Supplies",Art,9.84,3,2.8536,0,29.000000000000004,2014-12-30,2015-04-01,2014,12
CA-2014-111003,"Corey Roper","Home Office",East,"Office Supplies",Binders,45.48,3,20.9208,0,46,2014-01-06,2014-06-06,2014,1
CA-2014-111003,"Corey Roper","Home Office",East,"Office Supplies",Art,289.2,6,83.868,0,28.999999999999996,2014-01-06,2014-06-06,2014,1
CA-2017-126774,"Shahid Hopkins",Consumer,South,"Office Supplies",Art,4.89,1,2.0049,0,41,2017-04-15,2017-04-17,2017,4
CA-2016-142902,"Ben Peterman",Corporate,West,Furniture,Furnishings,15.136,4,3.5948,0.2,23.75,2016-12-09,2016-09-14,2016,12
CA-2016-142902,"Ben Peterman",Corporate,West,Furniture,Chairs,466.768,2,52.5114,0.2,11.250000000000002,2016-12-09,2016-09-14,2016,12
CA-2016-142902,"Ben Peterman",Corporate,West,Furniture,Furnishings,15.232,1,1.7136,0.2,11.25,2016-12-09,2016-09-14,2016,12
CA-2016-142902,"Ben Peterman",Corporate,West,"Office Supplies",Labels,6.264,3,2.0358,0.2,32.5,2016-12-09,2016-09-14,2016,12
CA-2014-120887,"Thomas Seio",Corporate,East,Furniture,Furnishings,87.54,3,37.6422,0,43,2014-09-27,2014-03-10,2014,9
CA-2014-167850,"Andy Gerbode",Corporate,South,Technology,Phones,178.384,2,22.298,0.2,12.5,2014-09-08,2014-08-16,2014,9
CA-2014-167850,"Andy Gerbode",Corporate,South,"Office Supplies",Paper,15.552,3,5.4432,0.2,35,2014-09-08,2014-08-16,2014,9
CA-2014-164259,"Sung Pak",Corporate,East,"Office Supplies",Art,99.136,4,8.6744,0.2,8.75,2014-12-28,2014-12-30,2014,12
CA-2014-164973,"Nathan Mautz","Home Office",East,Furniture,Chairs,135.882,1,24.1568,0.1,17.77777777777778,2014-04-11,2014-09-11,2014,4
CA-2014-164973,"Nathan Mautz","Home Office",East,Technology,Machines,3991.98,2,1995.99,0,50,2014-04-11,2014-09-11,2014,4
CA-2014-164973,"Nathan Mautz","Home Office",East,Technology,Phones,275.94,6,80.0226,0,28.999999999999996,2014-04-11,2014-09-11,2014,4
CA-2014-164973,"Nathan Mautz","Home Office",East,Technology,Accessories,360,4,129.6,0,36,2014-04-11,2014-09-11,2014,4
CA-2014-164973,"Nathan Mautz","Home Office",East,"Office Supplies",Storage,43.57,1,13.071,0,30,2014-04-11,2014-09-11,2014,4
CA-2014-156601,"Frank Atkinson",Corporate,West,"Office Supplies",Fasteners,7.16,2,3.58,0,50,2014-09-19,2014-09-24,2014,9
CA-2016-162138,"Grace Kelly",Corporate,West,"Office Supplies",Binders,251.52,6,81.744,0.2,32.5,2016-04-23,2016-04-27,2016,4
CA-2016-162138,"Grace Kelly",Corporate,West,Technology,Accessories,99.99,1,34.9965,0,35,2016-04-23,2016-04-27,2016,4
CA-2017-153339,"Don Jones",Corporate,South,Furniture,Furnishings,15.992,1,0.9995,0.2,6.25,2017-03-11,2017-05-11,2017,3
US-2016-141544,"Patrick O'Brill",Consumer,East,Technology,Phones,290.898,3,-67.8762,0.4,-23.333333333333332,2016-08-30,2016-01-09,2016,8
US-2016-141544,"Patrick O'Brill",Consumer,East,"Office Supplies",Storage,54.224,2,3.389,0.2,6.25,2016-08-30,2016-01-09,2016,8
US-2016-141544,"Patrick O'Brill",Consumer,East,Furniture,Chairs,786.744,4,-258.5016,0.3,-32.857142857142854,2016-08-30,2016-01-09,2016,8
US-2016-141544,"Patrick O'Brill",Consumer,East,"Office Supplies",Labels,100.24,10,33.831,0.2,33.75,2016-08-30,2016-01-09,2016,8
US-2016-141544,"Patrick O'Brill",Consumer,East,"Office Supplies",Binders,37.764,6,-27.6936,0.7,-73.33333333333333,2016-08-30,2016-01-09,2016,8
US-2016-150147,"John Lucas",Consumer,East,Technology,Phones,82.8,2,-20.7,0.4,-25,2016-04-25,2016-04-29,2016,4
US-2016-150147,"John Lucas",Consumer,East,"Office Supplies",Binders,20.724,2,-13.816,0.7,-66.66666666666667,2016-04-25,2016-04-29,2016,4
US-2016-150147,"John Lucas",Consumer,East,"Office Supplies",Binders,4.896,3,-3.4272,0.7,-70,2016-04-25,2016-04-29,2016,4
CA-2015-137946,"Doug Bickford",Consumer,West,"Office Supplies",Binders,4.752,1,1.6038,0.2,33.75,2015-01-09,2015-04-09,2015,1
CA-2015-137946,"Doug Bickford",Consumer,West,Technology,Copiers,959.984,2,335.9944,0.2,35,2015-01-09,2015-04-09,2015,1
CA-2015-137946,"Doug Bickford",Consumer,West,"Office Supplies",Binders,14.368,4,4.49,0.2,31.25,2015-01-09,2015-04-09,2015,1
CA-2014-129924,"Alyssa Crouse",Corporate,West,"Office Supplies",Binders,7.712,2,2.7956,0.2,36.25,2014-12-07,2014-07-17,2014,12
CA-2014-129924,"Alyssa Crouse",Corporate,West,Furniture,Tables,698.352,3,-17.4588,0.2,-2.5,2014-12-07,2014-07-17,2014,12
CA-2014-122336,"Jonathan Doherty",Corporate,East,"Office Supplies",Art,17.856,4,1.116,0.2,6.25,2014-04-13,2014-04-17,2014,4
CA-2014-122336,"Jonathan Doherty",Corporate,East,"Office Supplies",Binders,509.97,10,-407.976,0.7,-80,2014-04-13,2014-04-17,2014,4
CA-2014-122336,"Jonathan Doherty",Corporate,East,"Office Supplies",Fasteners,30.992,13,10.0724,0.2,32.5,2014-04-13,2014-04-17,2014,4
US-2015-120712,"Chad Sievert",Consumer,Central,"Office Supplies",Storage,88.8,4,-2.22,0.2,-2.5,2015-12-20,2015-12-24,2015,12
CA-2017-169901,"Clay Cheatham",Consumer,West,Technology,Phones,47.976,3,4.7976,0.2,10,2017-06-15,2017-06-19,2017,6
CA-2017-134306,"Tamara Dahlen",Consumer,East,"Office Supplies",Art,7.56,3,3.0996,0,41,2017-08-07,2017-12-07,2017,8
CA-2017-134306,"Tamara Dahlen",Consumer,East,"Office Supplies",Paper,24.56,2,11.5432,0,47,2017-08-07,2017-12-07,2017,8
CA-2017-134306,"Tamara Dahlen",Consumer,East,"Office Supplies",Art,12.96,2,4.1472,0,31.999999999999996,2017-08-07,2017-12-07,2017,8
CA-2016-129714,"Adam Bellavance","Home Office",East,Technology,Accessories,6.79,1,2.3086,0,34,2016-01-09,2016-03-09,2016,1
CA-2016-129714,"Adam Bellavance","Home Office",East,"Office Supplies",Paper,24.56,2,11.5432,0,47,2016-01-09,2016-03-09,2016,1
CA-2016-129714,"Adam Bellavance","Home Office",East,"Office Supplies",Binders,3.048,1,1.0668,0.2,35,2016-01-09,2016-03-09,2016,1
CA-2016-129714,"Adam Bellavance","Home Office",East,"Office Supplies",Paper,49.12,4,23.0864,0,47,2016-01-09,2016-03-09,2016,1
CA-2016-129714,"Adam Bellavance","Home Office",East,"Office Supplies",Binders,4355.168,4,1415.4296,0.2,32.5,2016-01-09,2016-03-09,2016,1
CA-2016-138520,"Jeremy Lonsdale",Consumer,East,Furniture,Bookcases,388.704,6,-4.8588,0.2,-1.25,2016-08-04,2016-04-13,2016,8
CA-2016-138520,"Jeremy Lonsdale",Consumer,East,"Office Supplies",Envelopes,8.26,2,3.7996,0,46,2016-08-04,2016-04-13,2016,8
CA-2016-138520,"Jeremy Lonsdale",Consumer,East,"Office Supplies",Art,17.04,4,6.9864,0,41,2016-08-04,2016-04-13,2016,8
CA-2016-138520,"Jeremy Lonsdale",Consumer,East,"Office Supplies",Paper,34.4,5,15.824,0,46,2016-08-04,2016-04-13,2016,8
CA-2016-130001,"Heather Kirkland",Corporate,South,"Office Supplies",Paper,36.24,5,11.325,0.2,31.249999999999993,2016-04-23,2016-04-28,2016,4
CA-2017-155698,"Victoria Brennan",Corporate,South,"Office Supplies",Appliances,647.84,8,168.4384,0,26,2017-08-03,2017-11-03,2017,8
CA-2017-155698,"Victoria Brennan",Corporate,South,"Office Supplies",Labels,20.7,2,9.936,0,48.00000000000001,2017-08-03,2017-11-03,2017,8
CA-2017-144904,"Katrina Willman",Consumer,East,"Office Supplies",Labels,20.7,2,9.936,0,48.00000000000001,2017-09-25,2017-01-10,2017,9
CA-2017-144904,"Katrina Willman",Consumer,East,Furniture,Chairs,488.646,3,86.8704,0.1,17.77777777777778,2017-09-25,2017-01-10,2017,9
CA-2017-144904,"Katrina Willman",Consumer,East,"Office Supplies",Art,5.56,2,1.4456,0,26,2017-09-25,2017-01-10,2017,9
CA-2017-144904,"Katrina Willman",Consumer,East,Furniture,Furnishings,47.12,8,20.7328,0,44.00000000000001,2017-09-25,2017-01-10,2017,9
CA-2014-123344,"Julia Dunbar",Consumer,West,"Office Supplies",Storage,211.96,4,8.4784,0,4,2014-09-24,2014-09-29,2014,9
CA-2016-155516,"Michael Kennedy",Corporate,East,"Office Supplies",Binders,23.2,4,10.44,0,45,2016-10-21,2016-10-21,2016,10
CA-2016-155516,"Michael Kennedy",Corporate,East,"Office Supplies",Supplies,7.36,2,0.1472,0,2,2016-10-21,2016-10-21,2016,10
CA-2016-155516,"Michael Kennedy",Corporate,East,"Office Supplies",Storage,104.79,7,29.3412,0,27.999999999999996,2016-10-21,2016-10-21,2016,10
CA-2016-155516,"Michael Kennedy",Corporate,East,Furniture,Bookcases,1043.92,4,271.4192,0,25.999999999999996,2016-10-21,2016-10-21,2016,10
CA-2017-104745,"Guy Thornton",Consumer,Central,"Office Supplies",Paper,25.92,5,9.396,0.2,36.25,2017-05-29,2017-04-06,2017,5
CA-2017-104745,"Guy Thornton",Consumer,Central,"Office Supplies",Storage,53.424,3,4.6746,0.2,8.75,2017-05-29,2017-04-06,2017,5
US-2014-119137,"Arthur Gainer",Consumer,West,"Office Supplies",Binders,8.16,5,-5.712,0.7,-70,2014-07-23,2014-07-27,2014,7
US-2014-119137,"Arthur Gainer",Consumer,West,Technology,Accessories,1023.936,8,179.1888,0.2,17.5,2014-07-23,2014-07-27,2014,7
US-2014-119137,"Arthur Gainer",Consumer,West,"Office Supplies",Art,9.24,1,0.924,0.2,10,2014-07-23,2014-07-27,2014,7
US-2014-119137,"Arthur Gainer",Consumer,West,Technology,Accessories,479.04,10,-29.94,0.2,-6.25,2014-07-23,2014-07-27,2014,7
US-2016-134656,"Muhammed MacIntyre",Corporate,Central,"Office Supplies",Paper,99.136,4,30.98,0.2,31.25,2016-09-28,2016-01-10,2016,9
US-2017-134481,"Allen Rosenblatt",Corporate,East,Furniture,Tables,1488.424,7,-297.6848,0.3,-20,2017-08-27,2017-01-09,2017,8
CA-2015-130792,"Russell Applegate",Consumer,Central,"Office Supplies",Storage,23.832,3,2.6811,0.2,11.249999999999998,2015-04-28,2015-05-05,2015,4
CA-2016-134775,"Alejandro Savely",Corporate,West,"Office Supplies",Paper,50.96,7,25.48,0,50,2016-10-28,2016-10-29,2016,10
CA-2016-134775,"Alejandro Savely",Corporate,West,"Office Supplies",Binders,49.536,3,17.3376,0.2,35,2016-10-28,2016-10-29,2016,10
CA-2015-125395,"Laura Armstrong",Corporate,Central,Technology,Accessories,41.9,2,8.799,0,21,2015-06-26,2015-06-29,2015,6
US-2015-168935,"Denny Ordway",Consumer,South,Furniture,Tables,375.4575,3,-157.0095,0.45,-41.81818181818182,2015-11-27,2015-02-12,2015,11
US-2015-168935,"Denny Ordway",Consumer,South,Technology,Accessories,83.976,3,-1.0497,0.2,-1.25,2015-11-27,2015-02-12,2015,11
CA-2015-122756,"Dean Katz",Corporate,East,Technology,Machines,482.34,4,-337.638,0.7,-70,2015-03-12,2015-07-12,2015,3
CA-2015-122756,"Dean Katz",Corporate,East,Furniture,Furnishings,2.96,1,0.777,0.2,26.25,2015-03-12,2015-07-12,2015,3
CA-2014-115973,"Nathan Gelder",Consumer,East,"Office Supplies",Art,2.624,1,0.4264,0.2,16.25,2014-11-24,2014-11-26,2014,11
CA-2017-101798,"Mike Vittorini",Consumer,East,"Office Supplies",Binders,23.36,4,7.884,0.2,33.75,2017-11-12,2017-12-15,2017,11
CA-2017-101798,"Mike Vittorini",Consumer,East,Technology,Accessories,39.98,2,13.5932,0,34,2017-11-12,2017-12-15,2017,11
US-2014-135972,"Jack Garza",Consumer,West,Technology,Phones,246.384,2,27.7182,0.2,11.25,2014-09-21,2014-09-23,2014,9
US-2014-135972,"Jack Garza",Consumer,West,Technology,Copiers,1799.97,3,701.9883,0,38.99999999999999,2014-09-21,2014-09-23,2014,9
